Code,Name,Isin,Country,Exchange,Currency,Type
PAE,Paccar Inc.,US6937181088,Germany,XETRA,EUR,Common Stock
PAG,PREOS Global Office Real Estate & Technology AG,DE000A2LQ850,Germany,XETRA,EUR,Common Stock
PB9,Vivoryon Therapeutics N.V,DE0007921835,Germany,XETRA,EUR,Common Stock
PBY,Publity AG,DE0006972508,Germany,XETRA,EUR,Common Stock
PDA,PRO DV AG,DE0006967805,Germany,XETRA,EUR,Common Stock
PEO,Exelon Corp.,US30161N1019,Germany,XETRA,EUR,Common Stock
PH6,Philion SE,DE000A1X3WF3,Germany,XETRA,EUR,Common Stock
PHBN,Sonova Holding AG,CH0012549785,Germany,XETRA,EUR,Common Stock
PHIA,Koninklijke Philips N.V.,US5004723038,Germany,XETRA,EUR,Common Stock
PLKB,PLKB,DE000A3GVKX6,Germany,XETRA,EUR,Common Stock
PMAG,PIERER Mobility AG,AT0000KTMI02,Germany,XETRA,EUR,Common Stock
PRP,Prada S.p.A.,IT0003874101,Germany,XETRA,EUR,Common Stock
PRY,Pacifico Renewables Yield AG,DE000A2YN371,Germany,XETRA,EUR,Common Stock
PSG,PharmaSGP Holding SE,DE000A2P4LJ5,Germany,XETRA,EUR,Common Stock
PSH,Sernova Corp,CA81732W1041,Germany,XETRA,EUR,Common Stock
PU11,The Social Chain AG,DE000A1YC996,Germany,XETRA,EUR,Common Stock
QSC,QSC AG,DE0005137004,Germany,XETRA,EUR,Common Stock
RDAM,RDAM,DE000A3GVKY4,Germany,XETRA,EUR,Common Stock
RHO,Roche Holding AG,CH0012032113,Germany,XETRA,EUR,Common Stock
RIB,RIB Software SE,DE000A0Z2XN6,Germany,XETRA,EUR,Common Stock
RITN,Compagnie Financiere Richemont SA,CH0210483332,Germany,XETRA,EUR,Common Stock
RKET,Rocket Internet SE,DE000A12UKK6,Germany,XETRA,EUR,Common Stock
RNY,Yamana Gold Inc,CA98462Y1007,Germany,XETRA,EUR,Common Stock
ROI,Rosenbauer International AG,AT0000922554,Germany,XETRA,EUR,Common Stock
ROR,SunMirror AG,CH0396131929,Germany,XETRA,EUR,Common Stock
RPL,UPM-Kymmene Oyj,FI0009005987,Germany,XETRA,EUR,Common Stock
RWL,Rockwell Automation Inc,US7739031091,Germany,XETRA,EUR,Common Stock
RY8,Roy Ceramics AG,DE000RYSE888,Germany,XETRA,EUR,Common Stock
S3F,Santhera Pharmaceuticals Holding AG,CH0027148649,Germany,XETRA,EUR,Common Stock
S4A,SMT Scharf AG,DE0005751986,Germany,XETRA,EUR,Common Stock
S6P,Spielvereinigung Unterhaching Fussb,DE000A2TR919,Germany,XETRA,EUR,Common Stock
S9I,Stemmer Imaging AG,DE000A2G9MZ9,Germany,XETRA,EUR,Common Stock
SAC,SANOCHEMIA Pharmazeutika AG,AT0000776307,Germany,XETRA,EUR,Common Stock
SANT,S&T AG,AT0000A0E9W5,Germany,XETRA,EUR,Common Stock
SAV,Savannah Resources Plc,GB00B647W791,Germany,XETRA,EUR,Common Stock
SCA,Svenska Cellulosa Aktiebolaget SCA (publ),SE0000112724,Germany,XETRA,EUR,Common Stock
SD1,SendR SE,DE000A1YDAZ7,Germany,XETRA,EUR,Common Stock
SEN,Senvion S.A,LU1377527517,Germany,XETRA,EUR,Common Stock
SEW,Semperit Aktiengesellschaft Holding,AT0000785555,Germany,XETRA,EUR,Common Stock
SFD1,Softline AG,DE000A2DAN10,Germany,XETRA,EUR,Common Stock
SFE,Synchrony Financial,US87165B1035,Germany,XETRA,EUR,Common Stock
SHA,Schaeffler AG Pref,DE000SHA0159,Germany,XETRA,EUR,Common Stock
SHWK,SHS VIVEON AG,DE000A0XFWK2,Germany,XETRA,EUR,Common Stock
SLT,Schaltbau Holding AG,DE000A2NBTL2,Germany,XETRA,EUR,Common Stock
SLW,Swiss Life Holding AG,CH0014852781,Germany,XETRA,EUR,Common Stock
SNH,Steinhoff International Holdings N.V.,NL0011375019,Germany,XETRA,EUR,Common Stock
SOH1,Soitec SA,FR0013227113,Germany,XETRA,EUR,Common Stock
SOT,Southern Company,US8425871071,Germany,XETRA,EUR,Common Stock
SOW,Software Aktiengesellschaft,DE000A2GS401,Germany,XETRA,EUR,Common Stock
SPM,Splendid Medien AG,DE0007279507,Germany,XETRA,EUR,Common Stock
SPR,Axel Springer SE,DE0005501357,Germany,XETRA,EUR,Common Stock
SPV2,468 SPAC II SE,LU2380748603,Germany,XETRA,EUR,Common Stock
SQL,Matador Partners Group,CH0042797206,Germany,XETRA,EUR,Common Stock
SR9,Swiss Re Ltd,CH0126881561,Germany,XETRA,EUR,Common Stock
STG,STINAG Stuttgart Invest AG,DE0007318008,Germany,XETRA,EUR,Common Stock
SU1N,Swiss Prime Site AG,CH0008038389,Germany,XETRA,EUR,Common Stock
SUSE,SUSE S.A.,LU2333210958,Germany,XETRA,EUR,Common Stock
SUV,SUV,CH1256740924,Germany,XETRA,EUR,Common Stock
SVAB,StrateVic Finance Group AB,SE0006027546,Germany,XETRA,EUR,Common Stock
SW1,SHW AG,DE000A1JBPV9,Germany,XETRA,EUR,Common Stock
SWJ,Swisscom AG,CH0008742519,Germany,XETRA,EUR,Common Stock
SWMC,SWMC,SE0015812219,Germany,XETRA,EUR,Common Stock
SWN,Southwest Airlines Co,US8447411088,Germany,XETRA,EUR,Common Stock
SYAB,Synlab AG,DE000A2TSL71,Germany,XETRA,EUR,Common Stock
SYK,Stryker Corporation,US8636671013,Germany,XETRA,EUR,Common Stock
SYM,NortonLifeLock Inc,US6687711084,Germany,XETRA,EUR,Common Stock
T1L,S IMMO AG,AT0000652250,Germany,XETRA,EUR,Common Stock
T5O,bioXXmed AG,DE000A0KFRJ1,Germany,XETRA,EUR,Common Stock
T6A,TripAdvisor Inc,US8969452015,Germany,XETRA,EUR,Common Stock
T9Z,Zumtobel Group AG,AT0000837307,Germany,XETRA,EUR,Common Stock
TA1,Telekom Austria AG,AT0000720008,Germany,XETRA,EUR,Common Stock
TC1,Tele Columbus AG,DE000TCAG172,Germany,XETRA,EUR,Common Stock
TE8N,Temenos AG,CH0012453913,Germany,XETRA,EUR,Common Stock
TGR,Yum! Brands Inc,US9884981013,Germany,XETRA,EUR,Common Stock
TH9,Embracer Group AB (publ),SE0016828511,Germany,XETRA,EUR,Common Stock
TII,Texas Instruments Incorporated,US8825081040,Germany,XETRA,EUR,Common Stock
TIM,ZEAL Network SE,GB00BHD66J44,Germany,XETRA,EUR,Common Stock
TINC,Baumot Group AG,DE000A2G8Y89,Germany,XETRA,EUR,Common Stock
TLG,TLG Immobilien AG,DE000A12B8Z4,Germany,XETRA,EUR,Common Stock
TLI,TELES Aktiengesellschaft Informationstechnologien,DE0007454902,Germany,XETRA,EUR,Common Stock
TOM,Toyota Motor Corporation,JP3633400001,Germany,XETRA,EUR,Common Stock
TQI,Telecom Italia S.p.A,IT0003497168,Germany,XETRA,EUR,Common Stock
TQIR,Telecom Italia S.p.A,IT0003497176,Germany,XETRA,EUR,Common Stock
TRU,Traumhaus AG,DE000A2NB7S2,Germany,XETRA,EUR,Common Stock
TTI,Tom Tailor Holding SE,DE000A0STST2,Germany,XETRA,EUR,Common Stock
U9R,Under Armour Inc,US9043111072,Germany,XETRA,EUR,Common Stock
U9RA,Under Armour Inc,US9043112062,Germany,XETRA,EUR,Common Stock
UDC,UniDevice AG,DE000A11QLU3,Germany,XETRA,EUR,Common Stock
UHR,The Swatch Group AG,CH0012255151,Germany,XETRA,EUR,Common Stock
UHRN,The Swatch Group AG,CH0012255144,Germany,XETRA,EUR,Common Stock
UMDK,UMT United Mobility Technology AG,DE000A2YN702,Germany,XETRA,EUR,Common Stock
UNI2,Unilever PLC,GB00BVZK7T90,Germany,XETRA,EUR,Common Stock
UPAB,United Parcel Service Inc,US9113121068,Germany,XETRA,EUR,Common Stock
US8A,Mcewen Mining Inc,US58039P1075,Germany,XETRA,EUR,Common Stock
USX1,United States Steel Corporation,US9129091081,Germany,XETRA,EUR,Common Stock
V3S,Vectron Systems AG,DE000A0KEXC7,Germany,XETRA,EUR,Common Stock
VAO,Vapiano SE,DE000A0WMNK9,Germany,XETRA,EUR,Common Stock
VAR1,Varta AG,DE000A0TGJ55,Germany,XETRA,EUR,Common Stock
VBX_old,Voltabox AG,DE000A2E4LE9,Germany,XETRA,EUR,Common Stock
VFP,V.F. Corporation,US9182041080,Germany,XETRA,EUR,Common Stock
VG8,Varengold Bank AG,DE0005479307,Germany,XETRA,EUR,Common Stock
VIH,VIB Vermögen AG,DE0002457512,Germany,XETRA,EUR,Common Stock
VMED,Viromed Medical AG,DE000A3MQR65,Germany,XETRA,EUR,Common Stock
VNX,NXP Semiconductors N.V.,NL0009538784,Germany,XETRA,EUR,Common Stock
VO51,VO51,CA2926717083,Germany,XETRA,EUR,Common Stock
VQT,va-Q-tec AG,DE0006636681,Germany,XETRA,EUR,Common Stock
VROS,Verianos SE,DE000A0Z2Y48,Germany,XETRA,EUR,Common Stock
VRS,VeriSign Inc,US92343E1029,Germany,XETRA,EUR,Common Stock
VSC,4SC AG,DE000A14KL72,Germany,XETRA,EUR,Common Stock
VTSC,Vitesco Technologies Group Aktiengesellschaft,DE000VTSC017,Germany,XETRA,EUR,Common Stock
VTWR,Vantage Towers AG,DE000A3H3LL2,Germany,XETRA,EUR,Common Stock
VWS,Vestas Wind Systems A/S,DK0061539921,Germany,XETRA,EUR,Common Stock
W8A,Walgreens Boots Alliance Inc,US9314271084,Germany,XETRA,EUR,Common Stock
WCMK,WCM Beteiligungs- und Grundbesitz-AG,DE000A1X3X33,Germany,XETRA,EUR,Common Stock
WDI,Wirecard AG,DE0007472060,Germany,XETRA,EUR,Common Stock
WDL,windeln.de SE,DE000WNDL201,Germany,XETRA,EUR,Common Stock
WEG1,Westgrund AG,DE000A0HN4T3,Germany,XETRA,EUR,Common Stock
WFS,Warimpex Finanz- und Beteiligungs AG,AT0000827209,Germany,XETRA,EUR,Common Stock
WGF1,Williams Grand Prix Holdings PLC,DE000A1H6VM4,Germany,XETRA,EUR,Common Stock
WHR,Whirlpool Corp.,US9633201069,Germany,XETRA,EUR,Common Stock
WIG1_old,Sporttotal AG,DE000A1EMG56,Germany,XETRA,EUR,Common Stock
WL6,Heidelberg Pharma AG,DE000A11QVV0,Germany,XETRA,EUR,Common Stock
WMB,The Williams Companies Inc,US9694571004,Germany,XETRA,EUR,Common Stock
WSO1,wallstreet:online AG,DE000A2GS609,Germany,XETRA,EUR,Common Stock
WUG3,Westag & Getalit AG vz. (Pref Shares),DE0007775231,Germany,XETRA,EUR,Common Stock
XCA,Crédit Agricole S.A,FR0000045072,Germany,XETRA,EUR,Common Stock
XER2,XEROX HLDGS CORP.    DL 1,US98421M1062,Germany,XETRA,EUR,Common Stock
YBTC,Bitpanda Bitcoin ETC,DE000A3GVJ41,Germany,XETRA,EUR,Common Stock
YOU,ABOUT YOU Holding AG,DE000A3CNK42,Germany,XETRA,EUR,Common Stock
ZEF,ZhongDe Waste Technology AG,DE000ZDWT018,Germany,XETRA,EUR,Common Stock
ZFIN,Zurich Insurance Group AG,CH0011075394,Germany,XETRA,EUR,Common Stock
ZIM,Zimmer Biomet Holdings Inc,US98956P1021,Germany,XETRA,EUR,Common Stock
ZO1,zooplus AG,DE0005111702,Germany,XETRA,EUR,Common Stock
ZSOL,Solutiance AG,DE0006926504,Germany,XETRA,EUR,Common Stock
00B,AQUAPORIN A/S DK 1,DK0061555109,Germany,F,EUR,Common Stock
00G,ARGOS RES LTD LS-02,FK0114538241,Germany,F,EUR,Common Stock
0110,Thesis Gold Inc.,CA8839301097,Germany,F,EUR,Common Stock
016,Crescent Point Energy Corp.,CA22576C1014,Germany,F,EUR,Common Stock
01X0,SALTBAE CAPITAL CORP.,CA79575K1049,Germany,F,EUR,Common Stock
02H,Hexatronic Group AB (publ),SE0002367797,Germany,F,EUR,Common Stock
02Z,Express Inc,US30219E1038,Germany,F,EUR,Common Stock
03EA,NORDEN CROWN METALS CORP.,CA2569191018,Germany,F,EUR,Common Stock
03G,GASLOG PARTNERS UTS,MHY2687W1084,Germany,F,EUR,Common Stock
04B_old,BLACKHEATH RESOURCES,CA39306L1022,Germany,F,EUR,Common Stock
04I,INVIVO THERAPEU.DL-00001,US46186M6057,Germany,F,EUR,Common Stock
04M,Anywhere Real Estate Inc,US75605Y1064,Germany,F,EUR,Common Stock
04U1,Hanna Capital Corp,CA4104991076,Germany,F,EUR,Common Stock
05B,HOPIUM S.A. EO-01,FR0014000U63,Germany,F,EUR,Common Stock
05M,Dali Foods Group Company Limited,KYG2743Y1061,Germany,F,EUR,Common Stock
07E,Essential Energy Services Ltd,CA29669R1010,Germany,F,EUR,Common Stock
07G,Fleetcor Technologies Inc,US3390411052,Germany,F,EUR,Common Stock
07R_old,Haranga Resources Limited,FR0010528059,Germany,F,EUR,Common Stock
07S,SECUREWORKS C. A DL-01,US81374A1051,Germany,F,EUR,Common Stock
07WA,Mr. Cooper Group Inc,US62482R1077,Germany,F,EUR,Common Stock
089,Cambium Networks Corporation,KYG177661090,Germany,F,EUR,Common Stock
08U,ROTALA PLC LS -25,GB00B1Z2MP60,Germany,F,EUR,Common Stock
08W,WESTMINSTER RES,CA83423L1085,Germany,F,EUR,Common Stock
09N,Prairie Provident Resources Inc.,CA73965Q1028,Germany,F,EUR,Common Stock
0A3_old,Acceleron Pharma Inc,NL0015000RT3,Germany,F,EUR,Common Stock
0ADN,Anfield Energy Inc,CA03464C1068,Germany,F,EUR,Common Stock
0AE,ACCROL GROUP HLDGS -001,GB00BZ6VT592,Germany,F,EUR,Common Stock
0AI,Awilco Drilling PLC,GB00B5LJSC86,Germany,F,EUR,Common Stock
0AI1,AWILCO DRILLING PLC(SNDR),NO0012785098,Germany,F,EUR,Common Stock
0AL0,AGILE THERAPEUTIC.NEW,US00847L2097,Germany,F,EUR,Common Stock
0AZ_old,Advanced Disposal Services Inc,DK0061282464,Germany,F,EUR,Common Stock
0B7,Bossard Holding AG,CH0238627142,Germany,F,EUR,Common Stock
0BF1,WIMI HOLOGR.CLD B ADR/2,US97264L1008,Germany,F,EUR,Common Stock
0BL,Blue River Resources Ltd,CA09605D1015,Germany,F,EUR,Common Stock
0C0_old,AMATO EXPL,CA62822A1030,Germany,F,EUR,Common Stock
0C1_old,COLOSSUS MINERALS,US04965G1094,Germany,F,EUR,Common Stock
0C8,Catalent Inc,US1488061029,Germany,F,EUR,Common Stock
0CB,CHINA BIOLOGIC PROD,GB00BMVMRB86,Germany,F,EUR,Common Stock
0CZ,China Zhongwang Holdings Limited,KYG215AT1023,Germany,F,EUR,Common Stock
0D6,KINOVO PLC LS -10,GB00BV9GHQ09,Germany,F,EUR,Common Stock
0EG0,HEALTH AND PL.PROT.GROUP,AU0000129710,Germany,F,EUR,Common Stock
0EH,TOLERANZIA AB,SE0007438577,Germany,F,EUR,Common Stock
0EL0,YIDU TECH INC. SP.ADR/2,US98586F1021,Germany,F,EUR,Common Stock
0EV,Elevate Credit Inc,US28621V1017,Germany,F,EUR,Common Stock
0F1,NanoString Technologies Inc,US63009R1095,Germany,F,EUR,Common Stock
0FS,MICROCOAL TECH,AU000000BAT1,Germany,F,EUR,Common Stock
0FU,GENIUS METALS INC.,CA37230M1059,Germany,F,EUR,Common Stock
0G3,Vizsla Silver Corp,CA92859G2027,Germany,F,EUR,Common Stock
0GY,Gear Energy,CA36830P1045,Germany,F,EUR,Common Stock
0HB,SPECTRAL MD HLDGS DL-001,USU8457V1099,Germany,F,EUR,Common Stock
0HC,MOJAVE BRANDS INC.,CA6083841032,Germany,F,EUR,Common Stock
0HG_old,0HG,CH0239518779,Germany,F,EUR,Common Stock
0HR,EVERFUEL A/S DK -10,DK0061414711,Germany,F,EUR,Common Stock
0I1,MYHEALTHCHECKED LS -001,GB00BYZ2R301,Germany,F,EUR,Common Stock
0I3,Axonics Inc,US05465P1012,Germany,F,EUR,Common Stock
0I5,BETTERMOOD FOOD CORP.,CA08772W1086,Germany,F,EUR,Common Stock
0IC0,NEW LEAF VENTURES CL.A,CA64639M3049,Germany,F,EUR,Common Stock
0IK_old,NGM Biopharmaceuticals Inc,US62921N1054,Germany,F,EUR,Common Stock
0IL,Intelgenx Technologs,US45822R1014,Germany,F,EUR,Common Stock
0ITA,SATELLOS BIOSCIENCE INC.,CA80401L3083,Germany,F,EUR,Common Stock
0IU0,US CRITICAL METALS CORP.,CA90366H1010,Germany,F,EUR,Common Stock
0IW,DAFA PROPERTIES GR.,KYG261681079,Germany,F,EUR,Common Stock
0JJ0,BLACKHAWK GROWTH CORP.,CA09238B3083,Germany,F,EUR,Common Stock
0JS,Medmen Enterprises Inc Class B,CA58507M1077,Germany,F,EUR,Common Stock
0JV,IBIO INC. DL -001,US4510336096,Germany,F,EUR,Common Stock
0K3,TFF PHARMAC.INC. DL-001,US87241J1043,Germany,F,EUR,Common Stock
0K4,AKERO THEREP.INC.DL-0001,US00973Y1082,Germany,F,EUR,Common Stock
0K6_old,Graf Industrial Corp,PLWAWEL00013,Germany,F,EUR,Common Stock
0K9A,FSD Pharma Inc,CA35954B2066,Germany,F,EUR,Common Stock
0KA,STREAMIFY AB O.N.,SE0015244462,Germany,F,EUR,Common Stock
0KB2,HUMANIGEN INC. DL-001,US4448632038,Germany,F,EUR,Common Stock
0KR,KOPY GOLDFIELDS AB,SE0002245548,Germany,F,EUR,Common Stock
0L2,UNIQUE FABRICAT. DL-001,US90915J1034,Germany,F,EUR,Common Stock
0L4,KINGSVIEW MINERALS LTD,CA4967421070,Germany,F,EUR,Common Stock
0LA,ASSETMARK FIN. DL-001,US04546L1061,Germany,F,EUR,Common Stock
0LC,Ashtead Group plc,GB0000536739,Germany,F,EUR,Common Stock
0LCA,ASHTEAD UNSP.ADR/4 LS-10,US0450551009,Germany,F,EUR,Common Stock
0LS,BURGERFI INTERNATIONAL,US12122L1017,Germany,F,EUR,Common Stock
0LWA,NEOVACS NOM. EO 001,FR00140077X1,Germany,F,EUR,Common Stock
0M1_old,Standard Exploration Ltd,CA8428133059,Germany,F,EUR,Common Stock
0M4,Mersana Therapeutics Inc,US59045L1061,Germany,F,EUR,Common Stock
0MB,Marrone Bio Innovations Inc,US57165B1061,Germany,F,EUR,Common Stock
0MS_old,MEGA PRECIOUS MET,US31846B1089,Germany,F,EUR,Common Stock
0MV,ALPHA MOS INH.EO 020,FR0013421286,Germany,F,EUR,Common Stock
0NB0,BLACK TUSK RES.INC.NEW,CA09226C2013,Germany,F,EUR,Common Stock
0NF,Mydecine Innovations Group Inc.,CA62849F4087,Germany,F,EUR,Common Stock
0NF0,MYDECINE INNOVAT.GRP,CA62849F2008,Germany,F,EUR,Common Stock
0NIA,LOGICMARK INC. DL-0001,US67091J4040,Germany,F,EUR,Common Stock
0NT,EKOBOT AB,SE0015346812,Germany,F,EUR,Common Stock
0NY_old,Codemasters Group Holdings plc,KYG5571R1011,Germany,F,EUR,Common Stock
0OIA,SOLARWINDS CORP. DL-001,US83417Q2049,Germany,F,EUR,Common Stock
0OP,OptiNose Inc,US68404V1008,Germany,F,EUR,Common Stock
0OS,GUMMY PROJECT INC.,CA40281F2017,Germany,F,EUR,Common Stock
0P1,Turtle Beach Corporation,US9004502061,Germany,F,EUR,Common Stock
0P4,POLY CULTURE GROUP H YC 1,CNE100001S81,Germany,F,EUR,Common Stock
0PA,PREMIER AFRICAN MINERALS,VGG7223M1005,Germany,F,EUR,Common Stock
0PD,PENDRAGON PLC LS-05,GB00B1JQBT10,Germany,F,EUR,Common Stock
0PV2,Moovly Media Inc,CA61634Q1081,Germany,F,EUR,Common Stock
0PX,PHILEX MNG. CORP. PP 1,PHY689911352,Germany,F,EUR,Common Stock
0QL,VIRGIN GALACTIC HLDGS,US92766K1060,Germany,F,EUR,Common Stock
0QS,PEGASUS RESOURCES INC,CA70558T1057,Germany,F,EUR,Common Stock
0QTA,GUARDI.HEALTH NEW DL-001,US40145Q5009,Germany,F,EUR,Common Stock
0QV,BELLROCK BRANDS INC.,CA07987E1016,Germany,F,EUR,Common Stock
0QY,Qyou Media Inc,CA77584B1076,Germany,F,EUR,Common Stock
0RA,RAPT Therapeutics Inc,US75382E1091,Germany,F,EUR,Common Stock
0RA0,"RAPT Therapeutics, Inc.",US75382E2081,Germany,F,EUR,Common Stock
0RK,EXSCIENTIA SP.ADRS,US30223G1022,Germany,F,EUR,Common Stock
0RM0,DISCOVER WELLNESS SOLUT.,CA2546631078,Germany,F,EUR,Common Stock
0RR1,Venus Concept Inc,US92332W1053,Germany,F,EUR,Common Stock
0RV0,OPTIMA MED INNOVAT. CORP.,CA68405M1095,Germany,F,EUR,Common Stock
0RW0,ARETTO WELLNESS INC.,CA03990C1095,Germany,F,EUR,Common Stock
0RX,REDX PHARMA LS -01,GB00BSNB6S51,Germany,F,EUR,Common Stock
0S90,SYROS PHARMAC.NEW DL-001,US87184Q2066,Germany,F,EUR,Common Stock
0SC,SOLARCITY,CA81731L1094,Germany,F,EUR,Common Stock
0SEA,SEZZLE INC. CDIS/1/1,AU0000050981,Germany,F,EUR,Common Stock
0SG_old,Sibanye Stillwater Limited,SE0010520106,Germany,F,EUR,Common Stock
0SI,The Very Good Food Company Inc.,CA88340B1094,Germany,F,EUR,Common Stock
0SQ,CENNTRO ELECTRIC GRP.LTD.,AU0000198582,Germany,F,EUR,Common Stock
0SR,Spar Nord Bank A/S,DK0060036564,Germany,F,EUR,Common Stock
0SX0,KALO GOLD CORP.,CA48344L1076,Germany,F,EUR,Common Stock
0T01,TILT HOLDINGS INC.,CA88688R1047,Germany,F,EUR,Common Stock
0T2,ONCONOVA THERAPTCS,US68232V8019,Germany,F,EUR,Common Stock
0T8B,TARENA INTL ADR A5 DL-001,US8761081012,Germany,F,EUR,Common Stock
0TA,TransAlta Renewables Inc.,CA8934631091,Germany,F,EUR,Common Stock
0TS_old,Tableau Software Inc,SE0015346895,Germany,F,EUR,Common Stock
0U0,FULCRUM UTIL.SVCS LS-001,KYG368851047,Germany,F,EUR,Common Stock
0U31,Jaxon Mining Inc,CA47200C1023,Germany,F,EUR,Common Stock
0UC0,ANPAC BIO-MED SP.ADS/20 A,US03635R2067,Germany,F,EUR,Common Stock
0UG1,UGE INTERNATIONAL LTD,CA9035104020,Germany,F,EUR,Common Stock
0UK,UK OIL+GAS LS -0001,GB00B9MRZS43,Germany,F,EUR,Common Stock
0ULA,United Lithium Corp,CA9107971090,Germany,F,EUR,Common Stock
0UP,UNBOUND GROUP PLC LS-001,GB0003085445,Germany,F,EUR,Common Stock
0UQ,NGENIC AB,SE0015812573,Germany,F,EUR,Common Stock
0UV,Univar Solutions Inc,US91336L1070,Germany,F,EUR,Common Stock
0V5,Ideanomics Inc,US45166V1061,Germany,F,EUR,Common Stock
0VV,ViacomCBS Inc,US92556H1077,Germany,F,EUR,Common Stock
0VVB,ViacomCBS Inc,US92556H2067,Germany,F,EUR,Common Stock
0VZ1,ACREAGE HLDGS INC.CL.E SV,CA00489Y6001,Germany,F,EUR,Common Stock
0VZ2,ACREAGE HLDGS INC.CL.D SV,CA00489Y7090,Germany,F,EUR,Common Stock
0WF,SMILEDIRECTC. A DL-0001,US83192H1068,Germany,F,EUR,Common Stock
0WQ0,G MINING VENTURES CORP,CA36261G1028,Germany,F,EUR,Common Stock
0X4,AGEX THERAPEUTI. DL00001,US00848H1086,Germany,F,EUR,Common Stock
0XC,CANVEST ENVIR.PR.G.HD-01,KYG183221004,Germany,F,EUR,Common Stock
0XE0,XERO LTD UNSP.ADS/1/5,US98421V1061,Germany,F,EUR,Common Stock
0XJ,MUSCLE MAKER DL-0001,US6273331073,Germany,F,EUR,Common Stock
0XL0,LOGAN RIDGE FIN. DL-01,US5410981097,Germany,F,EUR,Common Stock
0XMB,NEW WAVE HOLDINGS CORP.,CA64913V4001,Germany,F,EUR,Common Stock
0XP,ARGO BLOCKCHAIN LS -001,GB00BZ15CS02,Germany,F,EUR,Common Stock
0XP0,ARGO BLOCKCHAIN SP.ADR/10,US0401261047,Germany,F,EUR,Common Stock
0XSN,BITRUSH CORP.,CA09173X1096,Germany,F,EUR,Common Stock
0XZ,Silvergate Capital Corporation,US82837P4081,Germany,F,EUR,Common Stock
0Y1,POLAR CAP.T. LS-25,GB0004220025,Germany,F,EUR,Common Stock
0YA,CLEAR BLUE TECHNOLOGIES I,CA18453C1077,Germany,F,EUR,Common Stock
0YL,YELLOWHEAD MNG,CA2902571041,Germany,F,EUR,Common Stock
0YW,ARTERIA Networks Corporation,JP3126240005,Germany,F,EUR,Common Stock
0Z1,Exela Technologies Inc,US30162V6074,Germany,F,EUR,Common Stock
0Z10,EXELA TECHS INC. DL-0001,US30162V7064,Germany,F,EUR,Common Stock
0ZB,CONVERGE TECHNOLOGY SOL.,CA21250C1068,Germany,F,EUR,Common Stock
0ZD,Zendesk Inc,US98936J1016,Germany,F,EUR,Common Stock
0ZJ,SOLARVEST BIOENER,CA83416D1050,Germany,F,EUR,Common Stock
0ZM,HAMILTON THORNE LTD. O.N.,CA4078911001,Germany,F,EUR,Common Stock
0ZN,THE ETHER FUND CL.A,CA29764L1085,Germany,F,EUR,Common Stock
0ZW,CWC ENERGY SVCS,CA12671H1055,Germany,F,EUR,Common Stock
101,ALMAWAVE SPA,IT0005434615,Germany,F,EUR,Common Stock
107,Bioasis Technologies Inc,CA09064N1033,Germany,F,EUR,Common Stock
111A,SINTX TECHS INC. DL-01,US8293926049,Germany,F,EUR,Common Stock
112,Cofina SGPS S.A,PTCFN0AE0003,Germany,F,EUR,Common Stock
116,Energous Co,US29272C1036,Germany,F,EUR,Common Stock
117,Arista Networks,US0404131064,Germany,F,EUR,Common Stock
12A,Avangrid Inc,US05351W1036,Germany,F,EUR,Common Stock
12J,Latécoère S.A,FR0000032278,Germany,F,EUR,Common Stock
12Q0,INTELLIGENT BIO SO.DL-01,US36151G1058,Germany,F,EUR,Common Stock
12R_old,Recipharm AB (publ),PLA346100011,Germany,F,EUR,Common Stock
13F,Rothschild & Co SCA,FR0000031684,Germany,F,EUR,Common Stock
13L,ANGOLD RESOURCES LTD.,CA03519P1027,Germany,F,EUR,Common Stock
13T1,TCS Group Holding PLC,US87238U2033,Germany,F,EUR,Common Stock
13WA,Blue Apron Holdings Inc,US09523Q2003,Germany,F,EUR,Common Stock
14A,ATAC Resources Ltd,CA0464911068,Germany,F,EUR,Common Stock
14B,HUDDLY AS -000625,NO0010776990,Germany,F,EUR,Common Stock
14G0,ASSURE HOLDINGS CORP.,US04625J2042,Germany,F,EUR,Common Stock
14M,Macquarie Infrastructure Co,US55608B1052,Germany,F,EUR,Common Stock
14S,SULLIDEN MNG CAPITAL,CA8651251081,Germany,F,EUR,Common Stock
15A,O3 MINING INC.,CA67113B1085,Germany,F,EUR,Common Stock
15D,XREF LTD,AU0000038531,Germany,F,EUR,Common Stock
15N1,NOVA LIFESTYLE DL-01,US66979P2011,Germany,F,EUR,Common Stock
15XC,VISLINK TECHS DL-00001,US92836Y3009,Germany,F,EUR,Common Stock
165_old,9F Inc,US65442R1095,Germany,F,EUR,Common Stock
16A_old,Iao Kun Group Holding Company Ltd,JE00BJJN4441,Germany,F,EUR,Common Stock
16V,Visiativ,FR0004029478,Germany,F,EUR,Common Stock
17DN,Arcadia Biosciences Inc,US0390142042,Germany,F,EUR,Common Stock
17G1,KIPLIN METALS INC.,CA4972521062,Germany,F,EUR,Common Stock
17LA,Lenta PLC,US52634T2006,Germany,F,EUR,Common Stock
18AA,PEMBRIDGE RES PLC LS -01,GB00BG107324,Germany,F,EUR,Common Stock
18G,ITACONIX PLC,GB00B84LVH87,Germany,F,EUR,Common Stock
18H,PreveCeutical Medical Inc,CA74141E1043,Germany,F,EUR,Common Stock
18P_old,First Cobalt Corp,CA28474P2017,Germany,F,EUR,Common Stock
